ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _product_addons_exclude_global,Meta: _wpml_word_count,Meta: _wpml_media_duplicate,Meta: _wpml_media_featured,Meta: _wpml_media_has_media,Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 4 default,Meta: _yoast_wpseo_content_score
522,variation,VG1W5D2MA56/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1465,,,,,,,id:521,,,,,,5,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
523,variation,VG1W5D4MA60/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1590,,,,,,,id:521,,,,,,6,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
524,variation,VG1W5D3MA57/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1840,,,,,,,id:521,,,,,,7,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
525,variation,VG2W5D2MA40/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2930,,,,,,,id:521,,,,,,8,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
526,variation,VG2W5D4MA44/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3180,,,,,,,id:521,,,,,,9,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
527,variation,VG2W5D3MA41/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3680,,,,,,,id:521,,,,,,10,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
528,variation,VG3W5D2MA44/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4395,,,,,,,id:521,,,,,,11,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
529,variation,VG3W5D4MA48/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4770,,,,,,,id:521,,,,,,12,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
530,variation,VG3W5D3MA45/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5520,,,,,,,id:521,,,,,,13,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
531,variation,VG1W6D2MA58/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1758,,,,,,,id:521,,,,,,14,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
532,variation,VG1W6D4MA61/12,Vegan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1908,,,,,,,id:521,,,,,,15,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
